"STEIG_ID";"FK_LINIEN_ID";"FK_HALTESTELLEN_ID";"RICHTUNG";"REIHENFOLGE";"RBL_NUMMER";"BEREICH";"STEIG";"STEIG_WGS84_LAT";"STEIG_WGS84_LON";"STAND"
214692237;214433765;214460702;"R";1;"1386";0;"46";48.2088342509432;16.3044134236165;""
214692238;214433765;214461537;"R";2;"585";0;"10-R";48.2106960280663;16.3054824188046;""
214692239;214433765;214460943;"R";3;"586";0;"46-R";48.2131563435217;16.3065424308398;""
214692240;214433765;214461074;"R";4;"1387";3;"46-R";48.2126056262432;16.3118065584048;""
214692241;214433765;214461269;"R";5;"1388";0;"46-R";48.2115640360655;16.3185618893414;""
214692242;214433765;214461430;"R";6;"1389";0;"46-R";48.2105942606476;16.3247782311075;""
214692243;214433765;214460887;"R";7;"1390";0;"46-R";48.2098758966456;16.3297099820173;""
214692244;214433765;214460277;"R";8;"1391";0;"46-R";48.2090557520904;16.3350819074163;""
214692245;214433765;214461428;"R";9;"1392";2;"46-R";48.2085109772794;16.3386661854;""
214692246;214433765;214461260;"R";10;"1393";0;"46-R";48.2076369308599;16.3431038629035;""
214692247;214433765;214461402;"R";11;"1394";0;"46-R";48.2064635300202;16.349014777473;""
214692248;214433765;214460881;"R";12;"1395";2;"46-R";48.2067688562957;16.3554107822959;""
214692249;214433765;214461823;"R";13;"2635";0;"46-R";48.2065533320549;16.3581057281483;""
214692250;214433765;214460351;"R";14;"1375";3;"46";48.2067568827505;16.359650830437;""
214692421;214433771;214461519;"H";1;"36";7;"52";48.1964466216047;16.3392231408761;""
214692422;214433771;214461609;"H";2;"1548";0;"52-H";48.1954705718349;16.3381451625352;""
214692423;214433771;214461372;"H";3;"1532";0;"52-H";48.194434621371;16.3355939471283;""
214692424;214433771;214460817;"H";4;"1533";0;"52-H";48.1917817741158;16.3319378039219;""
214692425;214433771;214461213;"H";5;"1534";0;"52-H";48.1914044957441;16.3276797894752;""
214692426;214433771;214460172;"H";6;"1535";0;"52-H";48.1904523046448;16.3233678761114;""
214692427;214433771;214461541;"H";7;"1536";0;"52-H";48.1900989713713;16.3206998797176;""
214692428;214433771;214461096;"H";8;"1537";0;"58-H";48.1902786326622;16.3156603309736;""
214692429;214433771;214461238;"H";9;"578";0;"10-R";48.1927998130044;16.3147889651481;""
214692430;214433771;214461167;"H";10;"579";0;"10-R";48.1932489413784;16.3118874067803;""
214692431;214433771;214460407;"H";11;"1538";0;"52-H";48.1937938785195;16.3067310770495;""
214692432;214433771;214460160;"H";12;"1539";0;"52-H";48.1938417848043;16.2999218471959;""
214692433;214433771;214460922;"H";13;"1540";0;"52-H";48.1943747392009;16.2958704452645;""
214692434;214433771;214460547;"H";14;"1541";0;"52-H";48.1946202556534;16.290300890503;""
214692435;214433771;214461565;"H";15;"1542";0;"52-H";48.1946202556534;16.2863662695585;""
214692436;214433771;214460539;"H";16;"1543";0;"52-H";48.1953029049724;16.2831772502999;""
214692437;214433771;214460218;"H";17;"1544";0;"52-H";48.1966023088055;16.277347184106;""
214692438;214433771;214460463;"H";18;"1545";0;"52-H";48.1988477446604;16.2719213597899;""
214692459;214433771;214460463;"R";1;"1465";0;"49-R";48.1991710793174;16.2708613477546;""
214692460;214433771;214460218;"R";2;"1551";0;"52-R";48.196925657634;16.2766195487258;""
214692461;214433771;214460539;"R";3;"1552";0;"52-R";48.1952250594568;16.2831323345357;""
214692462;214433771;214461565;"R";4;"1553";0;"52-R";48.1945663618988;16.2859081287636;""
214692463;214433771;214460547;"R";5;"1554";0;"52-R";48.1946142674613;16.2897259687211;""
214692464;214433771;214460922;"R";6;"1555";0;"52-R";48.1943028805045;16.2953045066355;""
214692465;214433771;214460160;"R";7;"1556";0;"52-R";48.193895679321;16.2990594645231;""
214692466;214433771;214460407;"R";8;"1557";0;"52-R";48.1937399838957;16.305572250333;""
214692467;214433771;214461167;"R";9;"1558";0;"52-R";48.1933088248642;16.3110699398718;""
214692468;214433771;214461238;"R";10;"571";0;"10-H";48.1927339405119;16.3147709988424;""
214692469;214433771;214460172;"R";11;"1559";0;"52-R";48.1902247343411;16.3225773586614;""
214692470;214433771;214461213;"R";12;"1560";0;"52-R";48.1913146671509;16.3272845307502;""
214692471;214433771;214460817;"R";13;"1561";0;"52-R";48.1917338659051;16.3319917028389;""
214692472;214433771;214461372;"R";14;"1562";0;"52-R";48.1939016675972;16.3348663117481;""
214692473;214433771;214461609;"R";15;"1549";0;"52-R";48.1953627860577;16.3381990614522;""
214692474;214433771;214461519;"R";16;"36";7;"52";48.1964466216047;16.3392231408761;""
214692587;214433777;214460625;"H";1;"1610";2;"60";48.1876315592526;16.304099013267;""
214692588;214433777;214460338;"H";2;"5611";0;"60-H";48.1864756675705;16.2988259025493;""
214692589;214433777;214460513;"H";3;"1611";0;"60-H";48.1830078361087;16.2911183574115;""
214692590;214433777;214461370;"H";4;"1612";0;"60-H";48.1816601699057;16.2858093140824;""
214692591;214433777;214460694;"H";5;"1613";0;"60-H";48.1772994782534;16.2837162394704;""
214692592;214433777;214461357;"H";6;"1614";2;"60-H";48.1738190447349;16.2850637123965;""
214692593;214433777;214460644;"H";7;"1615";1;"60-H";48.170440222352;16.2871747533142;""
214692595;214433777;214460609;"H";8;"1616";1;"60-H";48.1686009470886;16.2842821780994;""
214692596;214433777;214461182;"H";9;"1617";0;"60-H";48.1630228066988;16.2793504271895;""
214692597;214433777;214461332;"H";10;"1618";0;"60-H";48.1595953347211;16.2762781889178;""
214692598;214433777;214460448;"H";11;"1619";0;"60-H";48.154801283494;16.2713015222438;""
214692599;214433777;214460956;"H";12;"1620";0;"60-H";48.1502764867699;16.2687053910727;""
214692600;214433777;214460957;"H";13;"1621";0;"60-H";48.1474355495831;16.268121486138;""
214692601;214433777;214460175;"H";14;"1622";0;"60-H";48.1430359820984;16.270331341737;""
214692602;214433777;214461727;"H";15;"1606";1;"60-H";48.1388458526805;16.2678340252471;""
214692603;214433777;214460742;"H";16;"1623";0;"60-H";48.1361181883861;16.2667380806005;""
214692604;214433777;214461187;"H";17;"1624";1;"60-H";48.1332764675057;16.2623992177782;""
214692631;214433777;214461187;"R";1;"1625";1;"60-R";48.1324311151212;16.2631538026169;""
214692632;214433777;214460742;"R";2;"1626";0;"60-R";48.1356445791611;16.2667919795175;""
214692633;214433777;214461727;"R";3;"1607";1;"60-R";48.1387919002861;16.2679957219983;""
214692634;214433777;214460175;"R";4;"1627";0;"60-R";48.1425144824797;16.2704481227239;""
214692635;214433777;214460957;"R";5;"1628";0;"60-R";48.1474355495831;16.2682292839721;""
214692636;214433777;214460956;"R";6;"1629";0;"60-R";48.1508338673834;16.268974885658;""
214692637;214433777;214460448;"R";7;"1630";0;"60-R";48.1547653264173;16.2713644043137;""
214692638;214433777;214461332;"R";8;"1631";0;"60-R";48.1595593810042;16.2763680204463;""
214692639;214433777;214461182;"R";9;"1632";0;"60-R";48.1634542205108;16.2798265342901;""
214692640;214433777;214460609;"R";10;"1633";2;"60-R";48.1678400549709;16.2837701383874;""
214692641;214433777;214460644;"R";11;"1634";3;"60-R";48.1699190012067;16.2868603429648;""
214692643;214433777;214461357;"R";12;"1635";2;"60-R";48.1739268758258;16.2851176113136;""
214692644;214433777;214460694;"R";13;"1636";0;"60-R";48.1769280835275;16.283680306859;""
214692645;214433777;214461370;"R";14;"1637";0;"60-R";48.1816302213654;16.2858811793051;""
214692646;214433777;214460513;"R";15;"1638";0;"60-R";48.1829599196956;16.2921693862939;""
214692647;214433777;214460338;"R";16;"1639";0;"60-R";48.1862361012662;16.2984036943657;""
214692648;214433777;214460625;"R";17;"574";2;"58-R";48.188068755011;16.3038924007517;""
214693775;214433813;214460628;"H";1;"618";0;"11A-H";48.2213625263793;16.4075669676919;""
214693776;214433813;214460725;"H";2;"647";0;"11A-H";48.2211051679035;16.4057972865822;""
214693777;214433813;214460856;"H";3;"648";2;"11A-H";48.2238342988706;16.4022669075156;""
214693778;214433813;214461487;"H";4;"649";4;"11A-H";48.2244447424626;16.4015302889826;""
214693779;214433813;214461493;"H";5;"619";0;"11A-H";48.2261324015644;16.4013236764673;""
214693780;214433813;214461093;"H";6;"2975";0;"11A-H";48.2292861401514;16.3976585501081;""
214693781;214433813;214460652;"H";7;"620";0;"11A-H";48.231954996689;16.3944695308495;""
214693782;214433813;214460384;"H";8;"621";0;"11A-H";48.233403062388;16.3928166307267;""
214693783;214433813;214460385;"H";9;"617";0;"5A-R";48.2365922526505;16.3890257402277;""
214693784;214433813;214460128;"H";10;"623";0;"5A-R";48.238267545003;16.3870674129083;""
214693785;214433813;214461737;"H";11;"624";2;"5A-R";48.2411094333468;16.384031107248;""
214693786;214433813;214460468;"H";12;"590";0;"11A-R";48.2438434800675;16.379844958024;""
214693803;214433813;214460468;"R";1;"590";0;"11A-R";48.2438434800675;16.379844958024;""
214693804;214433813;214461737;"R";2;"591";2;"5A-H";48.2410735367943;16.3839412757196;""
214693805;214433813;214460128;"R";3;"592";0;"5A-H";48.2381957478844;16.3869326656157;""
214693806;214433813;214460385;"R";4;"593";0;"11A";48.2360717042131;16.3894120157999;""
214693807;214433813;214460384;"R";5;"594";0;"11A-R";48.233331258443;16.3926818834341;""
214693808;214433813;214460652;"R";6;"595";0;"11A-R";48.2316797398963;16.394667160212;""
214693809;214433813;214461093;"R";7;"650";0;"11A-R";48.2292203145766;16.3975327859683;""
214693810;214433813;214461493;"R";8;"596";0;"11A-R";48.2260964945034;16.4012428280917;""
214693811;214433813;214461487;"R";9;"597";4;"11A-R";48.2243609565182;16.4013775753843;""
214693812;214433813;214460856;"R";10;"645";1;"11A-R";48.2232836964449;16.4027789472276;""
214693813;214433813;214460725;"R";11;"646";0;"11A-R";48.2210513020122;16.4057074550538;""
214693814;214433813;214460628;"R";12;"618";0;"11A-H";48.2213625263793;16.4075669676919;""
214693849;214433815;214461122;"H";1;"897";0;"48A";48.2066431339321;16.3166215283277;""
214693850;214433815;214461699;"H";2;"2880";0;"10A-H";48.2063138596126;16.3171964501095;""
214693851;214433815;214460117;"H";3;"2881";0;"10A-H";48.2036197174823;16.316603562022;""
214693852;214433815;214461744;"H";4;"2885";0;"12A-H";48.2013146167287;16.3147530325367;""
214693853;214433815;214460711;"H";5;"2618";2;"12A-H";48.1989555231061;16.3199991937959;""
214693854;214433815;214460661;"H";6;"1474";0;"12A-H";48.1978118624808;16.3251734898325;""
214693855;214433815;214461278;"H";7;"3157";3;"12A-H";48.1981292158943;16.3277875873093;""
214693856;214433815;214461258;"H";8;"3158";0;"12A-H";48.1960633895563;16.3295393021133;""
214693857;214433815;214460542;"H";9;"3164";0;"12A-H";48.1934884749015;16.329557268419;""
214693858;214433815;214460937;"H";10;"3159";0;"12A-H";48.19153025551;16.3307160951355;""
214693859;214433815;214460606;"H";11;"3160";0;"12A-H";48.1899732080929;16.3312191516946;""
214693860;214433815;214461388;"H";12;"1585";0;"57A-R";48.1879489757221;16.332782220289;""
214693861;214433815;214460923;"H";13;"3162";3;"12A-H";48.1848945092687;16.3356298797396;""
214693862;214433815;214460811;"H";14;"3131";0;"12A-H";48.18600851224;16.3390883935835;""
214693863;214433815;214460484;"H";15;"3132";0;"12A-H";48.1872063378825;16.3429870819166;""
214693864;214433815;214460984;"H";16;"76";0;"12A-H";48.1879310088046;16.3456910109218;""
214693865;214433815;214460146;"H";17;"3133";0;"12A-H";48.1886676472564;16.3487362997349;""
214693866;214433815;214461168;"H";18;"771";0;"12A-H";48.1893443870712;16.3517007401725;""
214693867;214433815;214460242;"H";19;"3134";0;"12A-H";48.1911529752864;16.3541172082868;""
214693868;214433815;214461108;"H";20;"3135";3;"12A-H";48.1925722531257;16.3548897594311;""
214693869;214433815;214460932;"H";21;"670";0;"13A-H";48.1918955559367;16.3567402889164;""
214693870;214433815;214460933;"H";22;"1684";0;"12A";48.1911948954485;16.3579979303142;""
214693871;214433815;214460310;"H";23;"3136";0;"12A";48.1886736361435;16.3582853912051;""
214693872;214433815;214461310;"H";24;"3137";0;"12A-H";48.1875417240458;16.3593274369347;""
214693873;214433815;214461566;"H";25;"3138";0;"12A";48.1862840146167;16.3604143984285;""
214693874;214433815;214461360;"H";26;"3150";0;"12A";48.1847807119033;16.3573960590738;""
214693875;214433815;214460411;"H";27;"3139";0;"12A";48.1838643344359;16.355464681213;""
214693876;214433815;214460382;"H";28;"3140";0;"12A";48.1827323161219;16.3522307461902;""
214693877;214433815;214460372;"H";29;"3151";2;"12A";48.1813726631968;16.3501197052725;""
214693910;214433815;214460372;"R";1;"3151";2;"12A";48.1813726631968;16.3501197052725;""
214693911;214433815;214461309;"R";2;"3141";0;"12A";48.1822112199239;16.3547729784442;""
214693912;214433815;214460695;"R";3;"3142";0;"12A";48.183067731562;16.357045716113;""
214693913;214433815;214461152;"R";4;"3143";0;"12A";48.1849963277499;16.3603515163586;""
214693914;214433815;214461310;"R";5;"3144";0;"12A-R";48.1872662284298;16.3579170819386;""
214693915;214433815;214460209;"R";6;"1699";0;"59A-R";48.1883682020085;16.3567762215278;""
214693916;214433815;214460242;"R";7;"772";0;"12A-R";48.1907277831339;16.3551323045579;""
214693918;214433815;214461108;"R";8;"751";3;"12A-R";48.1927698709729;16.3539105957715;""
214693919;214433815;214461168;"R";9;"753";0;"12A-R";48.1890449457775;16.3514581950458;""
214693920;214433815;214460801;"R";10;"3145";0;"12A";48.1878830969938;16.3515839591856;""
214693921;214433815;214460146;"R";11;"3146";0;"12A-R";48.186787102092;16.3473978099616;""
214693922;214433815;214460484;"R";12;"3147";0;"12A-R";48.1856910837525;16.3442806559257;""
214693923;214433815;214461896;"R";13;"3148";0;"12A-R";48.1849304452263;16.3404628159682;""
214693924;214433815;214460187;"R";14;"3149";0;"12A";48.1838044399134;16.3371480325698;""
214693925;214433815;214460923;"R";15;"3130";3;"12A-R";48.1849184665766;16.3357017449624;""
214693926;214433815;214461388;"R";16;"3152";0;"12A-R";48.1882124897881;16.3329259507344;""
214693927;214433815;214460606;"R";17;"3153";0;"12A-R";48.1904043951911;16.3319647533804;""
214693928;214433815;214460937;"R";18;"3154";0;"12A-R";48.1916081066389;16.3306981288298;""
214693929;214433815;214460542;"R";19;"3163";0;"12A-R";48.1931651043808;16.3297638809343;""
214693930;214433815;214461258;"R";20;"3155";0;"12A-R";48.1960873416433;16.3296470999474;""
214693931;214433815;214461278;"R";21;"3156";3;"12A-R";48.1967879352343;16.3277965704621;""
214693932;214433815;214460661;"R";22;"1448";0;"12A-R";48.197847789381;16.3253172202779;""
214693933;214433815;214460711;"R";23;"1449";2;"12A-R";48.1990812643396;16.3194961372368;""
214693934;214433815;214461744;"R";24;"2884";0;"12A-R";48.2013206041378;16.3143128580475;""
214693935;214433815;214460978;"R";25;"2883";0;"12A";48.2028234216768;16.3131809807895;""
214693936;214433815;214461122;"R";26;"1427";0;"12A";48.2066610942886;16.316486781035;""
214694495;214433831;214460119;"H";1;"3170";0;"19A";48.1538903631184;16.3823422745138;""
214694496;214433831;214460108;"H";2;"3171";0;"19A";48.1527576829906;16.3860882492486;""
214694497;214433831;214460958;"H";3;"3172";0;"19A";48.1508938004222;16.3895377799396;""
214694498;214433831;214460726;"H";4;"3169";0;"19A";48.1493355186643;16.3927896812682;""
214694499;214433831;214461516;"H";5;"3173";0;"19A";48.1478431198545;16.3916578040102;""
214694500;214433831;214460658;"H";6;"3174";0;"19A";48.1465964241269;16.3887023467254;""
214694501;214433831;214460112;"H";7;"3175";0;"19A";48.1488560378347;16.3857558725935;""
214694502;214433831;214461391;"H";8;"3176";0;"19A-H";48.149838968714;16.3827375332389;""
214694503;214433831;214460119;"H";9;"3170";0;"19A";48.1538903631184;16.3823422745138;""
214694504;214433831;214460629;"H";10;"3177";0;"19A-H";48.1434855464829;16.3821176956928;""
214694505;214433831;214461403;"H";11;"3178";0;"19A-H";48.1449001500582;16.3745089652363;""
214694506;214433831;214460537;"H";12;"3179";0;"19A-H";48.1463147146477;16.3668193864043;""
214694507;214433831;214461408;"H";13;"2062";0;"67A-H";48.1414534841423;16.364061558482;""
214694508;214433831;214461772;"H";14;"2571";0;"19A-H";48.1384382109635;16.3643759688315;""
214694509;214433831;214461771;"H";15;"2572";0;"19A-H";48.142304682288;16.3670529483781;""
214694510;214433831;214461490;"H";16;"2008";0;"67A-R";48.1435454881033;16.3633788388661;""
214694511;214433831;214461443;"H";17;"2042";0;"67A-R";48.1442048413083;16.3615822082978;""
214694512;214433831;214461316;"H";18;"1969";0;"66A-R";48.1458831567022;16.3614744104637;""
214694513;214433831;214461064;"H";19;"5629";0;"19A-H";48.1479450119166;16.3616091577564;""
214694530;214433831;214461064;"R";1;"3181";0;"19A-R";48.1478371261975;16.3615462756865;""
214694531;214433831;214461316;"R";2;"1945";0;"66A-H";48.1458831567022;16.3613396631711;""
214694532;214433831;214461443;"R";3;"2076";0;"67A-H";48.144240805785;16.3616091577564;""
214694533;214433831;214461490;"R";4;"1957";0;"67A-H";48.1434315989647;16.3632979904905;""
214694534;214433831;214461771;"R";5;"2573";0;"19A-R";48.1422147676577;16.3669810831554;""
214694535;214433831;214461772;"R";6;"2574";0;"19A-R";48.1385940743551;16.3644298677485;""
214694536;214433831;214461408;"R";7;"2063";0;"67A-R";48.1416512990548;16.3643041036087;""
214694537;214433831;214460537;"R";8;"3182";0;"19A-R";48.1462787516242;16.3669541336969;""
214694538;214433831;214461403;"R";9;"3180";0;"19A-R";48.1446424073961;16.3751827016994;""
214694539;214433831;214460629;"R";10;"5624";0;"19A-R";48.143413616446;16.3820907462343;""
214694540;214433831;214461204;"R";11;"2002";0;"17A-R";48.1466803372899;16.3825758364877;""
214694541;214433831;214460119;"R";12;"3170";0;"19A";48.1538903631184;16.3823422745138;""
214695118;214433845;214460439;"H";1;"1120";6;"29A-R";48.2560641384056;16.4004612937945;""
214695119;214433845;214461086;"H";2;"1127";0;"29A-H";48.2572184598063;16.4042072685293;""
214695120;214433845;214461295;"H";3;"1128";0;"29A-H";48.2588392505296;16.4099025874306;""
214695121;214433845;214460594;"H";4;"1129";0;"29A-H";48.2601848864431;16.4154451927336;""
214695122;214433845;214461454;"H";5;"1130";0;"29A-H";48.2615185261992;16.4211315284821;""
214695123;214433845;214460363;"H";6;"1131";0;"29A-H";48.2622541063336;16.4253086945533;""
214695124;214433845;214461564;"H";7;"1132";0;"29A-H";48.2624574355603;16.4279766909471;""
214695125;214433845;214461722;"H";8;"1126";0;"29A-H";48.2627504674349;16.4326748798831;""
214695126;214433845;214460376;"H";9;"1133";0;"29A-H";48.262989675883;16.436070511657;""
214695127;214433845;214460875;"H";10;"5788";0;"29A-H";48.2632109427008;16.4407148016759;""
214695128;214433845;214461231;"H";11;"1135";0;"29A-H";48.2664221938229;16.4396278401821;""
214695129;214433845;214460344;"H";12;"1136";0;"29A-H";48.2689575642736;16.4390080026361;""
214695130;214433845;214460852;"H";13;"1144";0;"29A-H";48.2698006666731;16.443598393738;""
214695131;214433845;214460994;"H";14;"1137";0;"29A-H";48.273262622185;16.4423138028817;""
214695132;214433845;214461889;"H";15;"1138";0;"29A-H";48.2761205019807;16.4461316428392;""
214695133;214433845;214460873;"H";16;"1142";3;"29A-H";48.2768917434048;16.4506771181768;""
214695134;214433845;214460111;"H";17;"1143";0;"29A-H";48.2774417689361;16.4541625814792;""
214695135;214433845;214461073;"H";18;"1139";0;"29A-H";48.2748888830082;16.4537493564485;""
214695136;214433845;214460559;"H";19;"1140";0;"29A-H";48.2706078793407;16.4530846031383;""
214695137;214433845;214460285;"H";20;"1124";0;"29A-H";48.2698724194266;16.4513418714871;""
214695138;214433845;214461503;"H";21;"1141";0;"29A-H";48.268449304334;16.4487008245518;""
214695139;214433845;214461887;"H";22;"1100";2;"3-29A";48.2699740689882;16.4481618353813;""
214695164;214433845;214461887;"R";1;"1100";2;"3-29A";48.2699740689882;16.4481618353813;""
214695165;214433845;214460285;"R";2;"1104";0;"29A-R";48.2703746858798;16.4518718775047;""
214695166;214433845;214461073;"R";3;"1105";0;"29A-R";48.2748888830082;16.4538751205883;""
214695167;214433845;214460111;"R";4;"1102";0;"29A-R";48.2774357904295;16.4542703793133;""
214695168;214433845;214460873;"R";5;"1106";3;"29A-R";48.2769754433241;16.4506322024126;""
214695169;214433845;214461889;"R";6;"1106";0;"29A-R";48.2762101818142;16.446086727075;""
214695170;214433845;214460994;"R";7;"1107";0;"29A-R";48.273226748201;16.4421610892834;""
214695171;214433845;214460852;"R";8;"1108";0;"29A-R";48.2698664400343;16.4435714442794;""
214695172;214433845;214460344;"R";9;"1109";0;"29A-R";48.2693701480368;16.4392505477628;""
214695173;214433845;214461231;"R";10;"1110";0;"29A-R";48.266828818307;16.4393403792912;""
214695174;214433845;214460875;"R";11;"1111";0;"29A-R";48.2635159305284;16.4405261554663;""
214695175;214433845;214460376;"R";12;"1112";0;"29A-R";48.2630913391344;16.4360525453513;""
214695176;214433845;214461722;"R";13;"1119";0;"29A-R";48.262834190519;16.4321089412541;""
214695177;214433845;214461564;"R";14;"1113";0;"29A-R";48.26257704061;16.4285156801176;""
214695178;214433845;214460363;"R";15;"1114";0;"29A-R";48.262379692128;16.4258836163351;""
214695179;214433845;214461454;"R";16;"1115";0;"29A-R";48.2617457797284;16.4216256018884;""
214695180;214433845;214460594;"R";17;"1116";0;"29A-R";48.2604181263996;16.4159572324456;""
214695181;214433845;214461295;"R";18;"1117";0;"29A-R";48.2589110186725;16.4098666548193;""
214695182;214433845;214461086;"R";19;"1118";0;"29A-R";48.2572782684951;16.4040904875424;""
214695183;214433845;214460439;"R";20;"1120";6;"29A-R";48.2560641384056;16.4004612937945;""
214695207;214433847;214461325;"H";1;"2614";2;"30A";48.2712775572098;16.4210686464122;""
214695208;214433847;214461293;"H";2;"1146";0;"30A";48.2745959207264;16.4206823708401;""
214695209;214433847;214460727;"H";3;"1147";0;"30A";48.2760308219897;16.4215447535128;""
214695210;214433847;214461801;"H";4;"1148";0;"30A";48.2766466214236;16.4156877378604;""
214695211;214433847;214460235;"H";5;"1149";0;"31A-H";48.2758275467608;16.4102978461556;""
214695212;214433847;214460536;"H";6;"1150";0;"31A-H";48.276670535815;16.4083035862249;""
214695213;214433847;214460588;"H";7;"3107";0;"31A-H";48.2775434034404;16.4052313479532;""
214695214;214433847;214461695;"H";8;"1122";0;"30A-H";48.2780097238682;16.4019165645548;""
214695215;214433847;214460703;"H";9;"986";0;"30A-H";48.280167895027;16.4008924851309;""
214695216;214433847;214461588;"H";10;"984";0;"30A-H";48.2819912095768;16.401736901498;""
214695217;214433847;214461380;"H";11;"988";0;"30A-H";48.2836709925948;16.4028238629918;""
214695218;214433847;214460233;"H";12;"981";0;"30A-H";48.2815309035201;16.4065608545737;""
214695219;214433847;214461656;"H";13;"2438";0;"30A-H";48.2849442432719;16.4094893623999;""
214695220;214433847;214461657;"H";14;"2439";0;"30A-H";48.2899831352671;16.4109087005488;""
214695221;214433847;214461658;"H";15;"2440";0;"30A-H";48.2943581399921;16.4133970338859;""
214695222;214433847;214461663;"H";16;"2441";0;"30A-H";48.2959598239365;16.4143133154757;""
214695223;214433847;214461659;"H";17;"2442";0;"30A-H";48.2989538819243;16.4157775693888;""
214695224;214433847;214460457;"H";18;"2432";0;"125-R";48.3015593463806;16.4158674009172;""
214695246;214433847;214460457;"R";1;"2432";0;"30A";48.3010932409467;16.4162357101837;""
214695247;214433847;214461659;"R";2;"2433";0;"30A-R";48.2986192254765;16.4155709568734;""
214695248;214433847;214461663;"R";3;"2434";0;"30A-R";48.295912013203;16.4142863660171;""
214695249;214433847;214461658;"R";4;"2435";0;"30A-R";48.2940951721547;16.4132443202876;""
214695250;214433847;214461657;"R";5;"2436";0;"30A-R";48.2899711811888;16.4108907342432;""
214695251;214433847;214461656;"R";6;"2437";0;"30A-R";48.2849980418974;16.4093815645658;""
214695252;214433847;214460233;"R";7;"1180";0;"30A-R";48.2815548156252;16.4061296632373;""
214695253;214433847;214461380;"R";8;"987";0;"30A-R";48.2837068592456;16.4027070820048;""
214695254;214433847;214461588;"R";9;"985";0;"30A-R";48.2820091434951;16.4016380868167;""
214695255;214433847;214460703;"R";10;"983";0;"30A-R";48.2801858295854;16.4007307883798;""
214695256;214433847;214461695;"R";11;"982";0;"30A-R";48.2781771199066;16.4005062095587;""
214695257;214433847;214460588;"R";12;"3100";0;"31A-R";48.2772743704882;16.4053391457873;""
214695258;214433847;214460536;"R";13;"1177";0;"31A-R";48.2765808567895;16.4082227378493;""
214695259;214433847;214460235;"R";14;"1179";0;"31A-R";48.2755106749381;16.410729037492;""
214695260;214433847;214461344;"R";15;"1178";0;"31A-R";48.2740040122153;16.4141156861131;""
214695261;214433847;214461214;"R";16;"1145";0;"31A-R";48.2722700993368;16.4179964081405;""
214695262;214433847;214461325;"R";17;"2614";2;"30A";48.2712775572098;16.4210686464122;""
214695284;214433849;214460738;"H";1;"923";3;"31AE";48.2504895356147;16.4435624611266;""
214695285;214433849;214460737;"H";2;"2664";0;"31A-H";48.2534862592226;16.4460597776164;""
214695286;214433849;214461890;"H";3;"2666";0;"31A-H";48.2543296168333;16.442744994218;""
214695287;214433849;214460728;"H";4;"957";0;"31A-H";48.256369168874;16.4404453070907;""
214695288;214433849;214460337;"H";5;"958";0;"31A-H";48.2596885004292;16.4381725694219;""
214695289;214433849;214460877;"H";6;"1123";0;"31A-H";48.2627205663001;16.4359627138229;""
214695290;214433849;214461352;"H";7;"1058";0;"31A-H";48.2662129005479;16.4319562276558;""
214695291;214433849;214460600;"H";8;"3102";0;"31A-H";48.2673131756029;16.4279317751829;""
214695292;214433849;214461879;"H";9;"3104";0;"31A-H";48.2698903575992;16.4229101927447;""
214695293;214433849;214461325;"H";10;"3127";2;"31A-H";48.2711938479561;16.4199996512241;""
214695294;214433849;214461214;"H";11;"3105";0;"31A-H";48.2723418486229;16.4180592902104;""
214695295;214433849;214461344;"H";12;"3106";0;"31A-H";48.2742611046332;16.4137653431523;""
214695296;214433849;214460235;"H";13;"1149";0;"31A-H";48.2758275467608;16.4102978461556;""
214695297;214433849;214460536;"H";14;"1150";0;"31A-H";48.276670535815;16.4083035862249;""
214695298;214433849;214460588;"H";15;"3107";0;"31A-H";48.2775434034404;16.4052313479532;""
214695299;214433849;214460703;"H";16;"3108";0;"31A";48.2799048541138;16.4013146933144;""
214695331;214433849;214460703;"R";1;"3108";0;"31A";48.2799048541138;16.4013146933144;""
214695332;214433849;214461695;"R";2;"982";0;"30A-R";48.2781771199066;16.4005062095587;""
214695333;214433849;214460588;"R";3;"3100";0;"31A-R";48.2772743704882;16.4053391457873;""
214695334;214433849;214460536;"R";4;"1177";0;"31A-R";48.2765808567895;16.4082227378493;""
214695335;214433849;214460235;"R";5;"1179";0;"31A-R";48.2755106749381;16.410729037492;""
214695336;214433849;214461344;"R";6;"1178";0;"31A-R";48.2740040122153;16.4141156861131;""
214695337;214433849;214461214;"R";7;"1145";0;"31A-R";48.2722700993368;16.4179964081405;""
214695338;214433849;214461325;"R";8;"3109";2;"31A-R";48.271080242321;16.4199457523071;""
214695339;214433849;214461879;"R";9;"3166";0;"31A-R";48.2698186048709;16.422838327522;""
214695340;214433849;214460430;"R";10;"3119";0;"31A-R";48.2681682643148;16.426000397322;""
214695341;214433849;214460600;"R";11;"3120";0;"31A-R";48.267235439556;16.4278239773488;""
214695342;214433849;214461352;"R";12;"3121";0;"31A-R";48.2658780295253;16.4323604695336;""
214695343;214433849;214460877;"R";13;"3054";0;"31A-R";48.2626846849154;16.4358369496832;""
214695344;214433849;214460337;"R";14;"995";0;"31A-R";48.2592758385077;16.438334266173;""
214695345;214433849;214460728;"R";15;"996";0;"31A-R";48.2559744232157;16.4405710712305;""
214695346;214433849;214461890;"R";16;"2667";0;"31A-R";48.2542817671283;16.4427180447595;""
