"HALTESTELLEN_ID";"TYP";"DIVA";"NAME";"GEMEINDE";"GEMEINDE_ID";"WGS84_LAT";"WGS84_LON";"STAND"
214460106;"stop";60200001;"Absberggasse";"Wien";90000;48.1738001480236;16.3898043925363;""
214460107;"stop";60200002;"Achengasse";"Wien";90000;48.2845264725406;16.4488980597136;""
214460108;"stop";60200003;"Ada-Christen-Gasse";"Wien";90000;48.1528655014217;16.3859521681894;""
214460109;"stop";60200004;"Adam-Betz-Gasse";"Wien";90000;48.2156118109229;16.5351904402337;""
214460110;"stop";60200005;"Adamovichgasse";"Wien";90000;48.1421652461723;16.3378367458808;""
214460111;"stop";60200006;"Adolf-Loos-Gasse";"Wien";90000;48.2776144403449;16.4542045453;""
214460112;"stop";60200007;"Adolf-Unger-Gasse";"Wien";90000;48.148674649638;16.3858809177188;""
214460113;"stop";60200008;"Afritschgasse";"Wien";90000;48.2469593441929;16.4517372664397;""
214460114;"stop";60200009;"Agavenweg";"Wien";90000;48.2510720280412;16.5071982136791;""
214460115;"stop";60200010;"Agnesgasse";"Wien";90000;48.2504313192819;16.3075968062479;""
214460116;"stop";60200011;"Aignerstraße";"Wien";90000;48.2461115825284;16.3749749447243;""
214460117;"stop";60200012;"Auf der Schmelz";"Wien";90000;48.2035247270237;16.3166499725874;""
214460118;"stop";60200013;"Morzinplatz";"Wien";90000;48.2131157434495;16.3744924872232;""
214460119;"stop";60200014;"Alaudagasse";"Wien";90000;48.1542610381444;16.3821767869358;""
214460120;"stop";60200015;"Albern Sendnergasse";"Wien";90000;48.1600375826815;16.484931367348;""
214460121;"stop";60200016;"Alberner Hafen";"Wien";90000;48.1584957554371;16.4946316270806;""
214460122;"stop";60200017;"Alberner Hafenzufahrtsstraße";"Wien";90000;48.1720950446652;16.4724758507966;""
214460123;"stop";60200018;"Alberner Straße";"Wien";90000;48.1561799399821;16.4845573102145;""
214460124;"stop";60200019;"Albertgasse";"Wien";90000;48.2106037811822;16.3438937938373;""
214460125;"stop";60200020;"Albertinaplatz";"Wien";90000;48.2046998769998;16.3687011896039;""
214460126;"stop";60200021;"Carminweg";"Wien";90000;48.2531823773567;16.4210617474287;""
214460127;"stop";60200022;"Algenweg";"Wien";90000;48.2487940407069;16.5314816320241;""
214460128;"stop";60200023;"Allerheiligengasse";"Wien";90000;48.2380849130586;16.3871656840527;""
214460129;"stop";60200024;"Gerasdorfer Str./Ruthnergasse";"Wien";90000;48.2862972178084;16.4298618721829;""
214460130;"stop";60200025;"Alois-Behr-Straße";"Wien";90000;48.2057443948291;16.2410926289127;""
214460131;"stop";60200026;"Alsegger Straße";"Wien";90000;48.2316835013269;16.3243656654208;""
214460132;"stop";60200027;"Alser Straße";"Wien";90000;48.2171419580228;16.3419973764724;""
214460133;"stop";60200028;"Aichholzgasse";"Wien";90000;48.1803232003424;16.3243505289938;""
214460134;"stop";60200029;"Nußdorfer Str./Alserbachstr.";"Wien";90000;48.2246499920719;16.3543129867229;""
214460135;"stop";60200030;"Triester Str./Altdorferstraße";"Wien";90000;48.1687307099108;16.349399557923;""
214460136;"stop";60200031;"Alte Donau";"Wien";90000;48.2379545722973;16.4242270895522;""
214460137;"stop";60200032;"Aichholzgasse/Ratschkygasse";"Wien";90000;48.1775981626368;16.3236115999553;""
214460138;"stop";60200033;"Altes Landgut";"Wien";90000;48.1612933433331;16.3832987793256;""
214460139;"stop";60200034;"Althanstraße";"Wien";90000;48.2288398715021;16.3595503502874;""
214460140;"stop";60200035;"Breitenfurter St/Altmannsd Str";"Wien";90000;48.1656001545246;16.3166105665297;""
214460141;"stop";60200036;"Auhofstraße";"Wien";90000;48.1946614821341;16.2610069965506;""
214460142;"stop";60200037;"Am Fasangarten";"Wien";90000;48.1712542589416;16.3045887979422;""
214460143;"stop";60200038;"Zanggasse";"Wien";90000;48.2388009755824;16.4844461250864;""
214460144;"stop";60200039;"Am Heidjöchl";"Wien";90000;48.2368078896201;16.4887212607883;""
214460145;"stop";60200040;"Am Himmelreich";"Wien";90000;48.1639198496111;16.438053922065;""
214460146;"stop";60200041;"Am Hundsturm";"Wien";90000;48.1867624225572;16.3474272338245;""
214460147;"stop";60200042;"Am Kanal";"Wien";90000;48.1702363439307;16.410397650966;""
214460148;"stop";60200043;"Am Kanal/Hasenleitengasse";"Wien";90000;48.1635129208593;16.4183863787283;""
214460149;"stop";60200044;"Am Modenapark";"Wien";90000;48.1991013020413;16.3826205151837;""
214460150;"stop";60200045;"Am Platz";"Wien";90000;48.1860562827677;16.3014865292117;""
214460151;"stop";60200046;"Am Rosenhügel";"Wien";90000;48.1618786823545;16.2908968245785;""
214460152;"stop";60200047;"Reichsbrücke";"Wien";90000;48.2280725681277;16.4092564634275;""
214460153;"stop";60200048;"Am Schöpfwerk";"Wien";90000;48.1613923532238;16.3243951915565;""
214460154;"stop";60200049;"Am Spiegeln";"Wien";90000;48.1522790769279;16.2821962652613;""
214460155;"stop";60200050;"Am Spitz";"Wien";90000;48.2582066120963;16.3973806449918;""
214460156;"stop";60200051;"Am Tabor";"Wien";90000;48.2251003336531;16.3834785043091;""
214460157;"stop";60200052;"Fünfhausgasse";"Wien";90000;48.1891192075508;16.3354846491288;""
214460158;"stop";60200053;"Gesundheitszentrum Süd";"Wien";90000;48.1699092425483;16.3451379820041;""
214460159;"stop";60200054;"Ameisbachzeile";"Wien";90000;48.2011348014898;16.292261341762;""
214460160;"stop";60200055;"Ameisgasse";"Wien";90000;48.1938528193421;16.2995174743994;""
214460161;"stop";60200056;"Neubaugasse";"Wien";90000;48.1982914561528;16.3502008469297;""
214460162;"stop";60200057;"Ammerweg";"Wien";90000;48.2182139773995;16.2598556086599;""
214460163;"stop";60200058;"Amongasse";"Wien";90000;48.2301858834106;16.4694534852307;""
214460164;"stop";60200059;"An den Steinfeldern";"Wien";90000;48.1373115685791;16.2981200550447;""
214460165;"stop";60200060;"An den alten Schanzen";"Wien";90000;48.2263287687114;16.4902648339368;""
214460166;"stop";60200061;"An den langen Lüssen";"Wien";90000;48.2526560226701;16.3419071754091;""
214460167;"stop";60200062;"An der Bien";"Wien";90000;48.20713320378;16.4794977165253;""
214460168;"stop";60200063;"An der Niederhaid";"Wien";90000;48.2041367321503;16.2697378337881;""
214460169;"stop";60200064;"Uppsalagasse";"Wien";90000;48.1500709323564;16.3801974713252;""
214460170;"stop";60200065;"An der Scheibenwiese";"Wien";90000;48.2157486504325;16.2919124483778;""
214460171;"stop";60200066;"Angermayergasse";"Wien";90000;48.1843936819334;16.2649219817327;""
214460172;"stop";60200067;"Anschützgasse";"Wien";90000;48.1903775206479;16.3230570465786;""
214460173;"stop";60200068;"Anton-Bosch-Gasse";"Wien";90000;48.2694438644929;16.3875201931019;""
214460174;"stop";60200069;"Anton-Böck-Gasse";"Wien";90000;48.2963861854552;16.3897440742026;""
214460175;"stop";60200070;"Anton-Krieger-Gasse";"Wien";90000;48.1428209501652;16.2703813138323;""
214460176;"stop";60200071;"Anton-Sattler-Gasse";"Wien";90000;48.2515561831595;16.4409615163061;""
214460177;"stop";60200072;"Anton-Störck-Gasse";"Wien";90000;48.2648669937218;16.386087858764;""
214460178;"stop";60200073;"Antonigasse";"Wien";90000;48.2259552671893;16.3297775316891;""
214460179;"stop";60200074;"Anzengruberstraße";"Wien";90000;48.2137504094161;16.2234505954172;""
214460180;"stop";60200075;"Apostelgasse";"Wien";90000;48.2004879341741;16.3981324052471;""
214460181;"stop";60200076;"Liesing Aquädukt";"Wien";90000;48.1337206244773;16.272018564433;""
214460182;"stop";60200077;"Margaretengürtel/Arbeitergasse";"Wien";90000;48.1840555872945;16.3459607945928;""
214460183;"stop";60200078;"Arbeiterstrandbad";"Wien";90000;48.2432589184685;16.4140173040894;""
214460184;"stop";60200079;"Argentinierstraße";"Wien";90000;48.1885454649176;16.376733627956;""
214460185;"stop";60200080;"Armbrustergasse";"Wien";90000;48.2538597196101;16.3548889299269;""
214460186;"stop";60200081;"Arminenstraße";"Wien";90000;48.2362798183763;16.4375917789895;""
214460187;"stop";60200082;"Arndtstraße";"Wien";90000;48.1836513078798;16.3369505510667;""
214460188;"stop";60200083;"Breitenleer Straße/Arnikaweg";"Wien";90000;48.2514778604238;16.4801063995701;""
214460189;"stop";60200084;"Arsenal";"Wien";90000;48.183847888753;16.3847180661649;""
214460190;"stop";60200085;"Artariastraße";"Wien";90000;48.2424448764058;16.281347591114;""
214460191;"stop";60200086;"Arthaberplatz";"Wien";90000;48.1724940128709;16.3721630688946;""
214460192;"stop";60200087;"Artillerieplatz";"Wien";90000;48.163946834562;16.4727231124438;""
214460193;"stop";60200088;"Aspernallee";"Wien";90000;48.1970445349693;16.4451412962311;""
214460194;"stop";60200089;"Asperner Heldenplatz";"Wien";90000;48.2170479948429;16.4832394606922;""
214460195;"stop";60200090;"Frederick-Loewe-Weg";"Wien";90000;48.2380491464579;16.4816303387743;""
214460196;"stop";60200091;"Matzleinsdf.Platz Autoreisezug";"Wien";90000;48.1795758896633;16.3545390882029;""
214460197;"stop";60200092;"Atzgersdorf Friedhof";"Wien";90000;48.1430312653737;16.2979411458224;""
214460198;"stop";60200093;"Atzgersdorf Kirchenplatz";"Wien";90000;48.1476165792641;16.2942690078558;""
214460199;"stop";60200094;"Atzgersdorf";"Wien";90000;48.1477764414356;16.2890546874165;""
214460200;"stop";60200095;"An der Liesing";"Wien";90000;48.1389500534297;16.2640980535434;""
214460201;"stop";60200096;"Atzgersdorfer Straße";"Wien";90000;48.1705142578331;16.2963611720801;""
214460202;"stop";60200097;"AUA-Hauptbüro";"Wien";90000;53.5904031670873;4.98301741991518;""
214460203;"stop";60200098;"Auernheimergasse";"Wien";90000;48.2031485280002;16.5181104963074;""
214460204;"stop";60200099;"Augasse";"Wien";90000;48.2297126215749;16.3574375170129;""
214460205;"stop";60200100;"Broßmannplatz";"Wien";90000;48.2518477948624;16.3986119115926;""
214460206;"stop";60200101;"Aumannplatz";"Wien";90000;48.2281587735549;16.3365609305019;""
214460207;"stop";60200102;"Autokaderstraße";"Wien";90000;48.2774475178967;16.388013233623;""
214460208;"stop";60200103;"Aßmayergasse";"Wien";90000;48.1787229920693;16.3377169357542;""
214460209;"stop";60200104;"Bacherplatz";"Wien";90000;48.1882449962796;16.3568554565461;""
214460210;"stop";60200105;"Badeteich Süßenbrunn";"Wien";90000;48.2773340060485;16.4864437857063;""
214460211;"stop";60200106;"Badgasse";"Wien";90000;48.2090115202408;16.2239991777005;""
214460212;"stop";60200107;"Bahnhofstraße";"Wien";90000;48.2015870960907;16.2622748774961;""
214460213;"stop";60200108;"Duchekgasse";"Wien";90000;48.2085544906982;16.5174569210734;""
214460214;"stop";60200109;"Barawitzkagasse";"Wien";90000;48.2446236171292;16.3556799274039;""
214460215;"stop";60200110;"Barichgasse";"Wien";90000;48.1979534567551;16.3950623475685;""
214460216;"stop";60200111;"Morelligasse";"Wien";90000;48.2504327384245;16.4041310470418;""
214460217;"stop";60200112;"Bauernfeldplatz";"Wien";90000;48.2208806512997;16.360717544507;""
214460218;"stop";60200113;"Linzer Straße/Hochsatzengasse";"Wien";90000;48.1968112383819;16.2770514387772;""
214460219;"stop";60200114;"Baumgartner Friedhof";"Wien";90000;48.2015516563432;16.2789966287146;""
214460220;"stop";60200115;"Baumgasse";"Wien";90000;48.193253616484;16.4047413343916;""
214460221;"stop";60200116;"Nußdorf, Beethovengang";"Wien";90000;48.2594968494749;16.3628370474837;""
214460222;"stop";60200117;"Belgradplatz";"Wien";90000;48.1742776949925;16.360735594147;""
214460223;"stop";60200118;"Bellevuestraße";"Wien";90000;48.2486719492714;16.3285224692704;""
214460224;"stop";60200119;"Bellgasse";"Wien";90000;48.2622495199189;16.3871627971951;""
214460225;"stop";60200120;"Belvederegasse";"Wien";90000;48.1901478501046;16.3719602469574;""
214460226;"stop";60200121;"Benatzkygasse";"Wien";90000;48.2301896699241;16.4395718491582;""
214460227;"stop";60200122;"Berggasse";"Wien";90000;48.2180655560302;16.361738930078;""
214460228;"stop";60200123;"Bergmillergasse";"Wien";90000;48.2017274881469;16.2570146536523;""
214460229;"stop";60200124;"Yppengasse";"Wien";90000;48.2147409209817;16.3359149230229;""
214460230;"stop";60200125;"Theodor-Körner-Gasse";"Wien";90000;48.2497201393457;16.4076580170522;""
214460231;"stop";60200126;"Berlepschgasse";"Wien";90000;48.142875301305;16.3826772233672;""
214460232;"stop";60200127;"Fernkorngasse";"Wien";90000;48.1740792583281;16.3633304819061;""
214460233;"stop";60200128;"Bernreiterplatz";"Wien";90000;48.2814037492239;16.4063414017441;""
214460234;"stop";60200129;"Mühlschüttel";"Wien";90000;48.2492505012591;16.4107947538085;""
214460235;"stop";60200130;"Berzeliusgasse";"Wien";90000;48.2756545400228;16.4104964143651;""
214460236;"stop";60200131;"Beschußamt";"Wien";90000;48.1773863188367;16.433992912971;""
214460237;"stop";60200132;"Anton-Schall-Gasse";"Wien";90000;48.2893204696574;16.4158526439519;""
214460238;"stop";60200133;"Bettelheimstraße";"Wien";90000;48.2789986523557;16.4924980551017;""
214460239;"stop";60200134;"Bezirksamt Donaustadt";"Wien";90000;48.240300505455;16.4367515698984;""
214460240;"stop";60200135;"Döblinger Hptstr./Gatterburgg.";"Wien";90000;48.2389131343425;16.3546007526434;""
214460241;"stop";60200136;"Laxenburger Str./Gudrunstr.";"Wien";90000;48.1783571163006;16.3737538786577;""
214460242;"stop";60200137;"Bezirksamt Margareten";"Wien";90000;48.190673493058;16.3550003568397;""
214460243;"stop";60200138;"Bibernellweg";"Wien";90000;48.2472523341884;16.479098152733;""
214460244;"stop";60200139;"Bieglerhütte";"Wien";90000;48.2246303935529;16.2835065440258;""
214460245;"stop";60200140;"Binsenweg";"Wien";90000;48.2087064090535;16.464809715737;""
214460246;"stop";60200141;"Biomull-Werk";"Wien";90000;48.1730864092505;16.4706902606744;""
214460247;"stop";60200142;"Bischoffgasse";"Wien";90000;48.1833806438529;16.321996439052;""
214460248;"stop";60200143;"Bischofgasse";"Wien";90000;48.1380658100238;16.3976810002223;""
214460249;"stop";60200144;"Blaasstraße";"Wien";90000;48.2371248503279;16.341515028094;""
214460250;"stop";60200145;"Blechturmgasse";"Wien";90000;48.1843572856729;16.3682714061186;""
214460251;"stop";60200146;"Bleibtreustraße";"Wien";90000;48.1779209019196;16.4492557220635;""
214460252;"stop";60200147;"Bleriotgasse";"Wien";90000;48.1709809071917;16.4256584573764;""
214460253;"stop";60200148;"Blindengasse";"Wien";90000;48.2109726829793;16.3404762386073;""
214460254;"stop";60200149;"Blumengasse";"Wien";90000;48.2214947334489;16.331729481883;""
214460255;"stop";60200150;"Hetmanekgasse";"Wien";90000;48.1373162575233;16.3169706259518;""
214460256;"stop";60200151;"Bognergasse";"Wien";90000;48.2100239314426;16.3684623770293;""
214460257;"stop";60200152;"Bohattaweg";"Wien";90000;48.1379431266417;16.229756866652;""
214460258;"stop";60200153;"Borkowskigasse";"Wien";90000;48.2371248196562;16.330126161406;""
214460259;"stop";60200154;"Bossigasse";"Wien";90000;48.1873251064474;16.280545625989;""
214460260;"stop";60200155;"Maculangasse/Wagramer Straße";"Wien";90000;48.2624885372799;16.4536848322442;""
214460261;"stop";60200156;"Braillegasse";"Wien";90000;48.2027724916687;16.2947487509893;""
214460262;"stop";60200157;"Brandstätte";"Wien";90000;48.2102661468936;16.3705345958529;""
214460263;"stop";60200158;"Braungasse";"Wien";90000;48.226919720798;16.296048303494;""
214460264;"stop";60200159;"Grimmgasse";"Wien";90000;48.1869065860867;16.3280609057709;""
214460265;"stop";60200160;"Braunhubergasse";"Wien";90000;48.171786540283;16.4186685075455;""
214460266;"stop";60200161;"Braunschweiggasse";"Wien";90000;48.1894897305607;16.295458822267;""
214460267;"stop";60200162;"Scheffelstraße";"Wien";90000;48.2516639545786;16.4055465920243;""
214460268;"stop";60200163;"Breiteneckergasse";"Wien";90000;48.1439637178644;16.3292635915448;""
214460269;"stop";60200164;"Breitenlee Friedhof";"Wien";90000;48.2511286063173;16.4927362428907;""
214460270;"stop";60200165;"Breitenlee Ort";"Wien";90000;48.2511938469245;16.4975840993744;""
214460271;"stop";60200166;"Breitensee";"Wien";90000;48.1986751748686;16.3063745283115;""
214460272;"stop";60200167;"Roschegasse";"Wien";90000;48.153934778949;16.4502916491451;""
214460273;"stop";60200168;"Bretschneidergasse";"Wien";90000;48.2542383359508;16.3481288808674;""
214460274;"stop";60200169;"Brigittagasse";"Wien";90000;48.2332784129269;16.3747229321936;""
214460275;"stop";60200170;"Brigittaplatz";"Wien";90000;48.2326412863523;16.3703342188088;""
214460276;"stop";60200171;"Brockhausengasse";"Wien";90000;48.2076938586477;16.4770102346429;""
214460277;"stop";60200172;"Thaliastraße/Brunnengasse";"Wien";90000;48.2090482144681;16.3354305793595;""
214460278;"stop";60200173;"Neulerchenfelder Str./Brunneng";"Wien";90000;48.21108967672;16.3359418487962;""
214460279;"stop";60200174;"Brunner Str./Erlaaer Str.";"Wien";90000;48.1461965326586;16.2968099867969;""
214460280;"stop";60200175;"Brückengasse";"Wien";90000;48.1913039964332;16.3476030819687;""
214460281;"stop";60200176;"Brünner Straße";"Wien";90000;48.2680508167567;16.40325191761;""
214460282;"stop";60200177;"Bergtaidingweg";"Wien";90000;48.1466096630532;16.3973149411723;""
214460283;"stop";60200178;"Brünnlbadgasse";"Wien";90000;48.2153970240994;16.3457380342518;""
214460284;"stop";60200179;"Brüßlgasse";"Wien";90000;48.20606138758;16.3203757340005;""
214460285;"stop";60200180;"Bubergasse";"Wien";90000;48.270449689818;16.4514804137061;""
214460286;"stop";60200181;"Buchbindergasse";"Wien";90000;48.1636943854821;16.2703277549744;""
214460287;"stop";60200182;"Lindmayer/Friedenspagode";"Wien";90000;48.1909021337207;16.454260756209;""
214460288;"stop";60200183;"Computerstr./Gutheil-Schoder-G";"Wien";90000;48.1599720096998;16.3368695239827;""
214460289;"stop";60200184;"Hütteldorf, Bujattigasse";"Wien";90000;48.2028684576261;16.2553312665358;""
214460290;"stop";60200185;"Bundessportbad";"Wien";90000;48.2402056098645;16.4205690656116;""
214460291;"stop";60200186;"Bunsengasse";"Wien";90000;48.2631020675308;16.3910696087499;""
214460292;"stop";60200187;"Burgersteingasse";"Wien";90000;48.2025668532991;16.2982466863255;""
214460293;"stop";60200188;"Burggasse-Stadthalle";"Wien";90000;48.2022942993317;16.337314075917;""
214460294;"stop";60200189;"Campingplatz Wien-West 2";"Wien";90000;48.2145104625357;16.249540288322;""
214460295;"stop";60200190;"Burgring";"Wien";90000;48.2039277620677;16.3637229731101;""
214460296;"stop";60200191;"Burgstall";"Wien";90000;48.2699921817379;16.3612933915057;""
214460297;"stop";60200192;"Rathausplatz/Burgtheater";"Wien";90000;48.2103945887162;16.3606317945474;""
214460298;"stop";60200193;"Bärenmühldurchgang";"Wien";90000;48.199511441325;16.3662899640945;""
214460299;"stop";60200194;"Börnergasse";"Wien";90000;48.2475659546336;16.3316329922454;""
214460300;"stop";60200195;"Börse";"Wien";90000;48.2155644157374;16.366003350365;""
214460301;"stop";60200196;"Bösendorferstraße";"Wien";90000;48.2012728521318;16.370770720784;""
214460302;"stop";60200197;"Camillo-Sitte-Gasse";"Wien";90000;48.2050009279109;16.327304661863;""
214460303;"stop";60200198;"Breitenfurter Str./Willergasse";"Wien";90000;48.138064567319;16.2577708885788;""
214460304;"stop";60200199;"Campingplatz Wien-Süd";"Wien";90000;48.1498396910128;16.2994278423862;""
214460305;"stop";60200200;"Campingplatz Wien-West 1";"Wien";90000;48.2112848235989;16.253515024024;""
214460306;"stop";60200201;"Campingplatzweg";"Wien";90000;48.2758299837655;16.4811313323989;""
214460307;"stop";60200202;"Canisiusgasse";"Wien";90000;48.2280493384189;16.3548121973709;""
214460308;"stop";60200203;"Carabelligasse";"Wien";90000;48.2802138422214;16.410812918561;""
214460309;"stop";60200204;"Carlbergergasse";"Wien";90000;48.1412146188079;16.2979559303474;""
214460310;"stop";60200205;"Castelligasse";"Wien";90000;48.1886404230892;16.3583350405641;""
214460311;"stop";60200206;"Celtesgasse";"Wien";90000;48.2518218759507;16.2962308340919;""
214460312;"stop";60200207;"Hafen Freudenau";"Wien";90000;48.1766691256846;16.4753923542858;""
214460313;"stop";60200208;"Chimanistraße";"Wien";90000;48.2395079065993;16.3438712406322;""
214460314;"stop";60200209;"Cobenzl Parkplatz";"Wien";90000;48.2638696398752;16.3211526501682;""
214460315;"stop";60200210;"Cobenzlgasse";"Wien";90000;48.2639423969221;16.3300018000652;""
214460316;"stop";60200211;"Columbusplatz";"Wien";90000;48.1820173914915;16.3737027665767;""
214460317;"stop";60200212;"Triester Straße/Computerstraße";"Wien";90000;48.1576336041074;16.3420174734019;""
214460318;"stop";60200213;"Concordiaplatz";"Wien";90000;48.2137016939616;16.3700659415511;""
214460319;"stop";60200214;"Corvinusgasse";"Wien";90000;48.1445621202724;16.2807396311139;""
214460320;"stop";60200215;"Cottagegasse";"Wien";90000;48.2338513032104;16.342133897909;""
214460321;"stop";60200216;"Cottagestraße";"Wien";90000;48.2151651012976;16.226300219127;""
214460322;"stop";60200217;"Czartoryskigasse";"Wien";90000;48.2278077122106;16.3274487961606;""
214460323;"stop";60200218;"Dahliengasse";"Wien";90000;48.2869134936932;16.4449012101798;""
214460324;"stop";60200219;"Dammstraße";"Wien";90000;48.2346002691765;16.3751412282535;""
214460325;"stop";60200220;"Dampfkraftwerk Donaustadt";"Wien";90000;48.1980276399353;16.4600883024774;""
214460326;"stop";60200221;"Dampfschiffhaufen";"Wien";90000;48.2171109435072;16.4322250167722;""
214460327;"stop";60200222;"Danzergasse";"Wien";90000;48.2087312653351;16.4886109263783;""
214460328;"stop";60200223;"Daphneweg";"Wien";90000;48.2443534981159;16.5302529690467;""
214460329;"stop";60200224;"Daringergasse";"Wien";90000;48.2466487282395;16.3344606211334;""
214460330;"stop";60200225;"Knöllgasse/Davidgasse";"Wien";90000;48.1754746593955;16.3563259211005;""
214460331;"stop";60200226;"Deindorfstraße";"Wien";90000;48.2168567106049;16.543202009235;""
214460332;"stop";60200227;"Deißenhofergasse";"Wien";90000;48.1585466446219;16.2805901634691;""
214460333;"stop";60200228;"Laxenburger Str./Heizwerkstr.";"Wien";90000;48.1396269119445;16.3587707403669;""
214460334;"stop";60200229;"Dietmayrgasse";"Wien";90000;48.23931470646;16.3686693057441;""
214460335;"stop";60200230;"Dirnelwiese";"Wien";90000;48.2929102580067;16.3792960118997;""
214460336;"stop";60200231;"Dobrowskygasse";"Wien";90000;48.1435501463009;16.3317361524909;""
214460337;"stop";60200232;"Doeltergasse";"Wien";90000;48.2594905723397;16.4382572237829;""
214460338;"stop";60200233;"Dommayergasse";"Wien";90000;48.186469169544;16.2989175402666;""
214460339;"stop";60200234;"Donauinsel";"Wien";90000;48.2289977570521;16.4109806469739;""
214460340;"stop";60200235;"Floridsdorfer Brücke";"Wien";90000;48.2485616932543;16.3877416381315;""
214460341;"stop";60200236;"Donaustadtstraße";"Wien";90000;48.2336842449863;16.4436845332598;""
214460342;"stop";60200237;"Donauwarte";"Wien";90000;48.284554360637;16.3459800643968;""
214460343;"stop";60200238;"Donauzentrum";"Wien";90000;48.2418311604449;16.4346543042013;""
214460344;"stop";60200239;"Dopschstraße";"Wien";90000;48.2692386193744;16.4388289339069;""
214460345;"stop";60200240;"Dorfmeistergasse";"Wien";90000;48.1645246668443;16.2961776006924;""
214460346;"stop";60200241;"Dornbacher Straße";"Wien";90000;48.2281626647266;16.3018753688514;""
214460347;"stop";60200242;"Dostalgasse";"Wien";90000;48.1597332612851;16.2635581748637;""
214460348;"stop";60200243;"Dostgasse";"Wien";90000;48.2201518853541;16.2531777758467;""
214460349;"stop";60200244;"Dr.-Adolf-Schärf-Heim";"Wien";90000;48.245879263821;16.3702353300297;""
214460350;"stop";60200245;"Stubentor";"Wien";90000;48.2070702273922;16.380273252244;""
214460351;"stop";60200246;"Dr.-Karl-Renner-Ring";"Wien";90000;48.206455630095;16.3602935663902;""
214460352;"stop";60200247;"Dr.-Neumann-Gasse";"Wien";90000;48.1379912587061;16.2879753119803;""
214460353;"stop";60200248;"Dr.-Schober-Straße";"Wien";90000;48.1667442522717;16.2723538356814;""
214460354;"stop";60200249;"Draugasse";"Wien";90000;48.285471363025;16.4386324033274;""
214460355;"stop";60200250;"Dunantgasse";"Wien";90000;48.2600274195487;16.3889248973263;""
214460356;"stop";60200251;"Dänenstraße";"Wien";90000;48.2370979861038;16.334555165947;""
214460357;"stop";60200252;"Döblinger Bad";"Wien";90000;48.2512333063565;16.3572714017177;""
214460358;"stop";60200253;"Döblinger Friedhof";"Wien";90000;48.2391212606296;16.3293451004091;""
214460359;"stop";60200254;"Döblinger Steg";"Wien";90000;48.2407724790271;16.3653987274611;""
214460360;"stop";60200255;"Dörmanngasse";"Wien";90000;48.2224036127127;16.5340728282263;""
214460361;"stop";60200256;"E-Werk";"Wien";90000;48.1850152744196;16.430806722918;""
214460362;"stop";60200257;"Eberstorferweg";"Wien";90000;48.1547332387955;16.2800835421896;""
214460363;"stop";60200258;"Edelsteingasse";"Wien";90000;48.2622979811183;16.4256023061716;""
214460364;"stop";60200259;"Edenstraße";"Wien";90000;48.2148047709934;16.2463237680168;""
214460365;"stop";60200260;"Edmund-Hawranek-Platz";"Wien";90000;48.2914684086014;16.386558519936;""
214460366;"stop";60200261;"Eduard-Kittenberger-Gasse";"Wien";90000;48.1368005930155;16.3034678688481;""
214460367;"stop";60200262;"Albrechtskreithgasse";"Wien";90000;48.2192814230982;16.3204658792192;""
214460368;"stop";60200263;"Egon-Friedell-Gasse";"Wien";90000;48.2738901951738;16.4364133539884;""
214460369;"stop";60200264;"Eibesbrunnergasse";"Wien";90000;48.1710337474682;16.3374612494802;""
214460370;"stop";60200265;"Eibischweg";"Wien";90000;48.2446384190344;16.4765865652571;""
214460371;"stop";60200266;"Eichbachgasse";"Wien";90000;48.2216314305184;16.2473750060835;""
214460372;"stop";60200267;"Eichenstraße";"Wien";90000;48.1803320080876;16.3496042580818;""
214460373;"stop";60200268;"Einsiedeleigasse";"Wien";90000;48.1833860781141;16.2643451159084;""
214460374;"stop";60200269;"Einsiedlerplatz";"Wien";90000;48.1852603300287;16.3494710651953;""
214460375;"stop";60200270;"Luzegasse";"Wien";90000;48.1590874215839;16.4508138606451;""
214460376;"stop";60200271;"Eipeldauerstraße";"Wien";90000;48.2630446204419;16.4362574487483;""
214460377;"stop";60200272;"Eisenstadtplatz";"Wien";90000;48.169395766732;16.3845699709216;""
214460378;"stop";60200273;"Eisstoßgasse";"Wien";90000;48.2179577022867;16.4409198190739;""
214460379;"stop";60200274;"Elderschplatz";"Wien";90000;48.2179442808363;16.4122564041577;""
214460380;"stop";60200275;"Elsbeergasse";"Wien";90000;48.2184620419885;16.2544051042966;""
214460381;"stop";60200276;"Elterleinplatz";"Wien";90000;48.2181762142935;16.3310569139099;""
214460382;"stop";60200277;"Embelgasse";"Wien";90000;48.1827148586735;16.3524154651872;""
214460383;"stop";60200278;"Endemanngasse";"Wien";90000;48.1530920451086;16.2904341474662;""
214460384;"stop";60200279;"Engerthstraße/Innstraße";"Wien";90000;48.2335138456236;16.3925859496397;""
214460385;"stop";60200280;"Engerthstraße/Traisengasse";"Wien";90000;48.2363303121719;16.3892235958223;""
214460386;"stop";60200281;"Englisch-Feld-Gasse";"Wien";90000;48.2099266880243;16.5360026099236;""
214460387;"stop";60200282;"Donaumarina";"Wien";90000;48.2061222788062;16.4309667013836;""
214460388;"stop";60200283;"Erdbergstr./Schlachthausgasse";"Wien";90000;48.1952931088609;16.4079723107234;""
214460389;"stop";60200284;"Ottakringer Str./Erdbrustgasse";"Wien";90000;48.2144042668232;16.3061635744997;""
